City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Number of Recommendation,Recommend Reason,Venue ID,Venue Name,Venue Latitude,Venue Longitude,Venue Address,Category ID,Category Name,Category ICON,Likes
New York,Baychester,40.866858107252696,-73.83579759808117,0,This spot is popular,4ac18d7ff964a5207a9720e3,TGI Fridays,40.86318917967161,-73.83380672336443,51780 East Gun Hill Road,4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,72
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,53a0be61498eeec38e5112e0,Starbucks,40.86063643,-73.89027008,440 E Fordham Rd (at 3rd Ave),4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,68
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4bb6496e46d4a59398fdc5c0,Madonia Bakery,40.85441232476012,-73.88851590024353,2348 Arthur Ave,4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,68
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4ae8732df964a5206daf21e3,Casa Della Mozzarella,40.85543999994273,-73.88737265373734,604 E 187th St (Arthur Ave),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,66
New York,Marble Hill,40.87655077879964,-73.91065965862981,0,This spot is popular,4b5357adf964a520319827e3,Dunkin' Donuts,40.87699277991182,-73.90650658230923,5501 Broadway (W 230th St),4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,65
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4c27e5e0fe6e2d7f4f84523c,Estrellita Poblana,40.85400959882801,-73.88892348848158,2328 Arthur Ave (at Crescent Ave),4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,64
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4ab52b10f964a520f37220e3,Artuso's,40.854324604875096,-73.88511207332353,670 E 187th St,4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,62
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,5127e5c7e4b0447b9f67b41d,Brooklyn Market,40.626939,-74.02994799999999,8102 3rd Ave,4bf58dd8d48988d118951735,Grocery Store,https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_.png,58
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4a8e261cf964a5201c1220e3,Roberto,40.85369167602314,-73.88835483664272,603 Crescent Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,57
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4ace366bf964a5201bcf20e3,Mike's Deli,40.85413107559137,-73.8881359312148,2344 Arthur Ave (E 186th St),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,51
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b2a6ba8f964a520d9a824e3,Pugsley Pizza,40.8588177574385,-73.88480770171738,590 E 191st St,4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,51
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4aa193d5f964a520124120e3,Mario's Restaurant & Catering,40.854243777661196,-73.88843667516853,2342 Arthur Ave (at Crescent Ave),4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,51
New York,Pelham Bay,40.85064140940335,-73.8320737824047,0,This spot is popular,4ba92d21f964a5209e113ae3,Dunkin' Donuts,40.852559698283116,-73.82735854360085,3276 Westchester Ave,4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,51
New York,Morris Park,40.847549063536334,-73.85040178030421,0,This spot is popular,4ae0c38ef964a5203d8221e3,Ann Clair's Salumeria,40.85004616007053,-73.8517963510315,1130 Morris Park Ave (Williamsbridge Road),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,50
New York,Pelham Bay,40.85064140940335,-73.8320737824047,0,This spot is popular,462d15a3f964a520e7451fe3,Planet Fitness,40.84829046054853,-73.83087490241945,3060 Westchester Ave,4bf58dd8d48988d175941735,Gym / Fitness Center,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,49
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4b0f1505f964a520f45e23e3,Chadwick's Restaurant,40.621449623364306,-74.03196395076446,8822 3rd Ave (3rd Ave),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,47
New York,Parkchester,40.837937822267286,-73.85600310535783,0,This spot is popular,5095bdf0e4b05f8bb6164223,Applebee's Grill + Bar,40.83757175,-73.86083206,65 Metropolitan Oval,4bf58dd8d48988d1c4941735,Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,46
New York,Edgewater Park,40.821986118163494,-73.81388514428619,0,This spot is popular,4b4e3e87f964a5209de626e3,Patricia's of Tremont,40.823118889430276,-73.81940281496017,3883 E Tremont Ave (btwn Schley & Dewey Ave.),4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,45
New York,Westchester Square,40.8406194964327,-73.84219407604444,0,This spot is popular,4b720280f964a520d9692de3,Estrellita Poblana IV,40.842072240941214,-73.84404435344297,45 Westchester Sq (at Roberts Ave.),4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,44
New York,Van Nest,40.84360847124718,-73.8662991807561,0,This spot is popular,4c1c5630e9c4ef3b4ccd45aa,Conti's Pastry Shoppe,40.845905639607956,-73.86283608706798,786 Morris Park Ave (btw Barnes & Wallace),4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,44
New York,Edgewater Park,40.821986118163494,-73.81388514428619,0,This spot is popular,4bf471c198ac0f47190664a8,Muscle Maker Grill,40.81939123374593,-73.81729767562672,4041 E Tremont Ave (at Miles Ave),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,43
New York,Throgs Neck,40.81510925804005,-73.81635002158441,0,This spot is popular,4bf471c198ac0f47190664a8,Muscle Maker Grill,40.81939123374593,-73.81729767562672,4041 E Tremont Ave (at Miles Ave),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,43
New York,Pelham Bay,40.85064140940335,-73.8320737824047,0,This spot is popular,4aea55fdf964a52018bb21e3,Pruzzo's,40.846830893319044,-73.83266303397475,2937 Westchester Ave (Buhre Ave),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,42
New York,Schuylerville,40.82657951686922,-73.82620275994073,0,This spot is popular,4f2e27bee4b010c5f6982ad7,Brewski's Bar & Grill,40.82664104244332,-73.82248599450232,3518 E Tremont Ave. (at Phillip Ave.),4bf58dd8d48988d116941735,Bar,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,42
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4b6f03f5f964a52004d72ce3,Greenhouse Cafe,40.62954152835763,-74.02851357046862,7717 3rd Ave (btwn 77th & 78th St),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,42
New York,Parkchester,40.837937822267286,-73.85600310535783,0,This spot is popular,4adb9b03f964a520552921e3,Ellie's Diner,40.83788039213797,-73.86013179887586,58 Metropolitan Oval (Unionport Rd),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,42
New York,Morris Park,40.847549063536334,-73.85040178030421,0,This spot is popular,4b2035e6f964a520bc2e24e3,Emilio's Pizza,40.848934633803005,-73.85457970598979,1051 Morris Park Ave (at Hone Ave.),4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,41
New York,City Island,40.84724670491813,-73.78648845267413,0,This spot is popular,4514ed4df964a520e5391fe3,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,394 City Island Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,41
New York,High  Bridge,40.836623010706056,-73.9261020935813,0,This spot is popular,4c453ad4dcd61b8d0e7f7c56,Mullaly Park,40.83291951037224,-73.92433132931737,Jerome Avenue (164th to 167th Street),4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,39
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4bc22a22920eb713bcc51b2c,Tra Di Noi,40.855139534007634,-73.88679442998631,622 E 187th St,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,38
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4af71916f964a520cf0522e3,Michaelangelo's Coal Fired Brick Oven Pizza Restaurant,40.85741189614754,-73.88646821282298,2477 Arthur Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,38
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4af1a473f964a520c5e121e3,Egidio Pastry Shop,40.85514224140267,-73.88697184841936,622 E 187th St (at Hughes Ave),4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,37
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b5514c4f964a5207cda27e3,Enzo's,40.854354554251444,-73.88864359312625,2339 Arthur Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,36
New York,Fordham,40.86099679638654,-73.89642655981623,0,This spot is popular,4c4d70b351c2c928071bc79c,24 Hour Fitness,40.861418551442696,-73.89146133625549,400 E Fordham Rd (Webster Ave),4bf58dd8d48988d175941735,Gym / Fitness Center,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,35
New York,Port Morris,40.801663627756206,-73.91322139386135,0,This spot is popular,582baed1d469ec3b55b87363,Gun Hill Tavern,40.80096175687351,-73.9137118163977,2515 3rd Ave (E 137th St),4bf58dd8d48988d116941735,Bar,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,35
New York,Fordham,40.86099679638654,-73.89642655981623,0,This spot is popular,4b9c08adf964a5201c4336e3,Planet Fitness,40.86261880907894,-73.89439013170312,309 E Fordham Rd,4bf58dd8d48988d175941735,Gym / Fitness Center,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,35
New York,Westchester Square,40.8406194964327,-73.84219407604444,0,This spot is popular,4b647ca3f964a52030b72ae3,Dunkin' Donuts,40.841108534760835,-73.83925344315907,2973 E Tremont Ave,4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,34
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4b5beedef964a520da1d29e3,Duane Reade,40.6220933,-74.0276287,436 86th St,4bf58dd8d48988d10f951735,Pharmacy,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_.png,34
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,58935fd798f8aa7c14662653,Kingsbridge Social Club,40.88454548045115,-73.90196378126393,3625 Kingsbridge Ave,4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,33
New York,Schuylerville,40.82657951686922,-73.82620275994073,0,This spot is popular,4b4e3fd0f964a520c8e626e3,CVS/pharmacy,40.82561694240552,-73.82075125799814,3775 E Tremont Ave (at Randall Ave.),4bf58dd8d48988d10f951735,Pharmacy,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_.png,33
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,4b15abb6f964a5202fb223e3,Walgreens,40.8785384,-73.9047797,5564 Broadway,4bf58dd8d48988d10f951735,Pharmacy,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_.png,33
New York,Eastchester,40.887555677350775,-73.82780644716412,0,This spot is popular,4ba3782cf964a520b43f38e3,Dunkin Donuts,40.88548117663743,-73.82801495153132,4090 Boston Rd (Conner Street),4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,32
New York,Schuylerville,40.82657951686922,-73.82620275994073,0,This spot is popular,53b89de7498e8be468fd777d,Cabo,40.825959684250584,-73.82135166456302,3764 E Tremont Ave,4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,32
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,558b30d0498e2fb129a2a42b,Tilila,40.88387242577101,-73.89820853750416,3648 Bailey Avenue (Off 238th Street),4bf58dd8d48988d116941735,Bar,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,32
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4b58f8f2f964a5203f7628e3,Peppino's,40.6298508137169,-74.02848135082027,7708 3rd Ave,4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,32
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,553d5376498e322eb4d37a1b,Chipotle Mexican Grill,40.88445493712577,-73.9007461344216,193 W 237th St,4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,31
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4a343f1ef964a520f69b1fe3,Leo's Casa Calamari,40.62334803451453,-74.03108161481818,8602 3rd Ave (at 86 St),4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,31
New York,Pelham Bay,40.85064140940335,-73.8320737824047,0,This spot is popular,4c9205941adc370460a134d1,Zeppieri & Sons Italian Bakery,40.847119272159645,-73.83205709805584,3004 Buhre Ave (Crosby Avenue),4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,30
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b5a4c8ff964a52049bb28e3,Emilia's Restaurant,40.85412010500031,-73.88890998498077,2331 Arthur Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,30
New York,Van Nest,40.84360847124718,-73.8662991807561,0,This spot is popular,4bfb0096bbb7c9284e8f0743,Dunkin Donuts,40.84534574587194,-73.86594183933315,699 Morris Park Ave (White Plains Road),4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,30
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b5bc595f964a520431529e3,Pasquale Riggaletto's,40.853744601208376,-73.88926386660914,2311 Arthur Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,30
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,4e38a2cfbd415d9f63d71183,Dunkin Donuts,40.87914592226027,-73.90526025380221,209 W 231st St,4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,29
New York,Melrose,40.819754370594936,-73.90942160757436,0,This spot is popular,4f0f4fe14fc6e3adf353a950,Blink Fitness,40.81954303461479,-73.91055416353106,744 Saint Anns Ave (St. Ann's Avenue & E 156 St),4bf58dd8d48988d175941735,Gym / Fitness Center,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,29
New York,City Island,40.84724670491813,-73.78648845267413,0,This spot is popular,4bf048ddc8d920a17fae9430,Lickety Split Ice Cream,40.84676548172612,-73.7864031834924,295 City Island Avenue,4bf58dd8d48988d1c9941735,Ice Cream Shop,https://ss3.4sqi.net/img/categories_v2/food/icecream_.png,29
New York,City Island,40.84724670491813,-73.78648845267413,0,This spot is popular,45164517f964a5200a3a1fe3,Black Whale,40.846397849807644,-73.78643822317905,279 City Island Ave (at Hawkins St),4bf58dd8d48988d14e941735,American Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,29
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,4bb114c4f964a520b9783ce3,Sam's Pizza,40.87943501792795,-73.90585879861192,232 W 231st St (Godwin Terrace),4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,28
New York,North Riverdale,40.90854282950666,-73.90453054908927,0,This spot is popular,4b451a29f964a520ad0426e3,Beccofino,40.9054667242996,-73.90042336967397,5704 Mosholu Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,27
New York,Norwood,40.87722415599446,-73.8793907395681,0,This spot is popular,4af6ea31f964a520190422e3,Mosholu Park,40.87823436524028,-73.8831639289856,85 E Mosholu Pkwy N (Kossuth avenue),4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,27
New York,Fordham,40.86099679638654,-73.89642655981623,0,This spot is popular,51bb492d498e4a3ea2ebf17d,Primavera Cafe,40.86200374119285,-73.89153741654775,387 E Fordham Rd,4bf58dd8d48988d16d941735,Café,https://ss3.4sqi.net/img/categories_v2/food/cafe_.png,26
New York,Unionport,40.82977429787161,-73.85053524451935,0,This spot is popular,4c0bc649bbc676b096fb4bd5,Dunkin Donuts,40.83410478036185,-73.85168252684963,2172 Westchester Ave,4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,26
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b2a6b07f964a520c6a824e3,Simon's Deli & Bagels,40.857424338663805,-73.88597284190821,2479 Arthur Ave (189th Street),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,25
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4b991f43f964a520d06235e3,Dunkin' Donuts,40.62186792371999,-74.02878903668005,8704 4th Ave,4bf58dd8d48988d148941735,Donut Shop,https://ss3.4sqi.net/img/categories_v2/food/donuts_.png,24
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,5217dd2811d2d06ccafb77d3,Estrellita Poblana V,40.879687039717524,-73.906256832975,240 W 231st St,4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,24
New York,Kingsbridge,40.88168737120521,-73.90281798724604,0,This spot is popular,4b82201df964a52022cb30e3,Rite Aid,40.885481,-73.900814,5825-35 Broadway (at 238th St),4bf58dd8d48988d10f951735,Pharmacy,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_.png,24
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,5529d964498ec65bfc27ad91,Chipotle Mexican Grill,40.8604009481694,-73.89093129593032,4760 3rd Ave (Third Avenue & East 189th Street),4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,23
New York,Fordham,40.86099679638654,-73.89642655981623,0,This spot is popular,5529d964498ec65bfc27ad91,Chipotle Mexican Grill,40.8604009481694,-73.89093129593032,4760 3rd Ave (Third Avenue & East 189th Street),4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,23
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4bb6470cef159c7465b275f7,Calabria Pork Store,40.85414529023418,-73.88877606219484,2338 Arthur Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,23
New York,Norwood,40.87722415599446,-73.8793907395681,0,This spot is popular,4b5b9ebbf964a5207d0b29e3,Williamsbridge Reservoir Oval,40.87703278924706,-73.87733074138687,3225 Reservoir Oval W,4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,23
New York,Marble Hill,40.87655077879964,-73.91065965862981,0,This spot is popular,55f81cd2498ee903149fcc64,Starbucks,40.87753134921497,-73.90558216359267,171 W 230th St (Kimberly Pl),4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,22
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4adb7364f964a520a32721e3,Areo Ristorante,40.62441504357729,-74.03078200570984,8424 3rd Ave (at 84th St.),4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,22
New York,Pelham Parkway,40.85741349808865,-73.85475564017999,0,This spot is popular,4bf96ae65317a593d837017f,Enzo's,40.854232311821725,-73.85436243306151,1998 Williamsbridge Rd,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,22
New York,Belmont,40.85727710073895,-73.88845196134804,0,This spot is popular,4b366de6f964a5202d3525e3,Addeo & Sons Bakery,40.85449717034133,-73.88759144753934,2372 Hughes Ave (E186th),4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,22
New York,Schuylerville,40.82657951686922,-73.82620275994073,0,This spot is popular,4bafb541f964a520a4193ce3,Rite Aid,40.8292317,-73.8253411,3590 E Tremont Ave,4bf58dd8d48988d10f951735,Pharmacy,https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_.png,22
New York,Castle Hill,40.819014376988314,-73.84802729582735,0,This spot is popular,4c7af4b0a8683704ba64154d,Franks Original Pizza Italia,40.82286427195636,-73.84890931755929,768 Castle Hill Ave,4bf58dd8d48988d1ca941735,Pizza Place,https://ss3.4sqi.net/img/categories_v2/food/pizza_.png,22
New York,Van Nest,40.84360847124718,-73.8662991807561,0,This spot is popular,4be7f0b988ed2d7f0038cb1d,New Morris Deli,40.84652921587026,-73.86387374550078,744 Morris Park Ave (Holland Ave),4bf58dd8d48988d146941735,Deli / Bodega,https://ss3.4sqi.net/img/categories_v2/food/deli_.png,21
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4dc4ca87d4c0ad9c0f786b0c,The Pour House of Bay Ridge,40.62851661943293,-74.0289634772342,7901 3rd Ave,4bf58dd8d48988d116941735,Bar,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,21
New York,Bedford Park,40.870185164975325,-73.8855121841913,0,This spot is popular,4e20d96152b1f82ffb98c3a5,E. Mosholu Parkway South and Bainbridge Ave,40.87224819764808,-73.88228625969055,"New York, NY",4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,21
New York,Bay Ridge,40.625801065010656,-74.03062069353813,0,This spot is popular,4e732dff45dd41e9ccce1987,Giacomo's Wood Fired Pizza & Trattoria,40.62853486510589,-74.02905124266296,7902 3rd Ave,4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,21
